,Row ID,Order ID,Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
59677,216600,216600,2017-11-08,2017-11-08,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
59678,216997,216997,2017-11-08,2017-11-08,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1277.4,1,0.0,545
59735,212991,212991,2017-10-09,2017-10-09,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1257.99,1,0.0,545
59736,213870,213870,2017-10-17,2017-10-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
59738,213201,213201,2017-10-11,2017-10-11,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1254.69,1,0.0,545
59740,213993,213993,2017-10-17,2017-10-17,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
59741,212354,212354,2017-10-04,2017-10-04,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1248.59,1,0.0,545
59742,212356,212356,2017-10-04,2017-10-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,545
59744,211735,211735,2017-09-28,2017-09-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,546
59747,211433,211433,2017-09-26,2017-09-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,546
59748,211131,211131,2017-09-26,2017-09-26,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1233.78,1,0.0,546
59768,210732,210732,2017-09-19,2017-09-19,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1218.67,1,0.0,546
59771,125713,125713,2014-04-11,2014-04-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,547
59809,245222,245222,2018-09-27,2018-09-27,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1564.19,1,0.0,553
59837,208390,208390,2017-08-25,2017-08-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,555
59838,208928,208928,2017-09-01,2017-09-01,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1263.2,1,0.0,555
59839,127345,127345,2014-05-22,2014-05-22,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,556
59843,246206,246206,2018-10-04,2018-10-04,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1000.66,1,0.0,557
59844,246552,246552,2018-10-05,2018-10-05,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1004.48,1,0.0,557
59846,246905,246905,2018-10-09,2018-10-09,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1010.18,1,0.0,557
59898,206783,206783,2017-07-18,2017-07-18,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,562
59899,207030,207030,2017-07-25,2017-07-25,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,562
59900,207544,207544,2017-08-10,2017-08-10,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,562
59932,207693,207693,2017-08-14,2017-08-14,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1275.1,1,0.0,562
59933,208216,208216,2017-08-23,2017-08-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,562
59934,208257,208257,2017-08-23,2017-08-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,562
59935,128866,128866,2014-07-11,2014-07-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,562
59936,128924,128924,2014-07-14,2014-07-14,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,562
59937,129047,129047,2014-07-16,2014-07-16,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,562
59938,200907,200907,2017-03-06,2017-03-06,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,563
59939,204751,204751,2017-06-09,2017-06-09,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,563
59940,205015,205015,2017-05-24,2017-05-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,563
59942,199234,199234,2017-02-09,2017-02-09,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,563
59947,252238,252238,2018-11-07,2018-11-07,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1022.5,1,0.0,564
59949,271264,271264,2019-05-17,2019-05-17,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1455.12,1,0.0,566
59981,271537,271537,2019-05-24,2019-05-24,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1459.34,1,0.0,566
59983,271712,271712,2019-05-29,2019-05-29,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1459.24,1,0.0,566
59984,271892,271892,2019-06-04,2019-06-04,4,MID200-MATTOON,MID-STATES MATTOON,DETI,US,ST.PAUL,,55164-0537,VENDOR # 233125,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1143.75,1,0.0,566
59985,272761,272761,2019-06-25,2019-06-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1428.59,1,0.0,566
59986,273861,273861,2019-07-22,2019-07-22,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1415.28,1,0.0,566
59987,274756,274756,2019-08-12,2019-08-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1431.52,1,0.0,566
59988,270423,270423,2019-04-30,2019-04-30,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1455.99,1,0.0,566
59992,247264,247264,2018-10-10,2018-10-10,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1556.02,1,0.0,566
59994,247741,247741,2018-10-12,2018-10-12,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1565.39,1,0.0,566
59996,248008,248008,2018-10-15,2018-10-15,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1565.51,1,0.0,566
59999,248615,248615,2018-10-25,2018-10-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1560.23,1,0.0,566
60000,248644,248644,2018-10-25,2018-10-25,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB07200,SBI,DB07200,HT2000 POÊLE À BOIS,1554.22,1,0.0,566
60015,255472,255472,2018-11-26,2018-11-26,3,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,573
60039,131079,131079,2014-08-28,2014-08-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,576
60040,232787,232787,2018-03-16,2018-03-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1606.05,1,0.0,576
60041,131419,131419,2014-09-02,2014-09-02,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,576
60044,249298,249298,2018-10-24,2018-10-24,3,WWWUS,WEB US,DETI,CA,,,,,DB07200,SBI,DB07200,HT2000 WOOD STOVE,1763.95,1,0.0,577
60045,269014,269014,2019-04-03,2019-04-03,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1441.48,1,0.0,577
60047,132535,132535,2014-09-12,2014-09-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,578
60048,132096,132096,2014-09-09,2014-09-09,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,578
60049,256349,256349,2018-11-30,2018-11-30,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
60050,256548,256548,2018-12-03,2018-12-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
60051,258046,258046,2018-12-12,2018-12-12,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
60095,259702,259702,2018-12-28,2018-12-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
60096,259046,259046,2018-12-19,2018-12-19,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB03122K,SBI,DB03122K,ESCAPE 1400-I ENCASTRABLE À BOIS TRIO,1145.0,1,0.0,578
60099,134242,134242,2014-09-24,2014-09-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,580
60100,137937,137937,2014-10-22,2014-10-22,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,580
60101,138453,138453,2014-10-24,2014-10-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,581
60151,138699,138699,2014-10-28,2014-10-28,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,581
60155,227603,227603,2018-01-23,2018-01-23,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1550.0,1,0.0,581
60156,224316,224316,2018-01-05,2018-01-05,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,581
60158,263026,263026,2019-01-28,2019-01-28,1,LOW501,LOWE'S COMPANIES INC.,DETI,US,NORTH WILKESBORO,,28659,P.O. BOX 1941,DB03125,SBI,DB03125,ESCAPE 1800-I ENCASTRABLE À BOIS,1431.84,1,0.0,581
60161,253758,253758,2018-11-15,2018-11-15,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1032.56,1,0.0,583
60163,258350,258350,2018-12-14,2018-12-14,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1041.69,1,0.0,583
60165,260202,260202,2019-01-04,2019-01-04,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1059.71,1,0.0,583
60168,260397,260397,2019-01-07,2019-01-07,4,HOM300,HOME DEPOT.COM,DETI,US,ATLANTA,,30348-5715,EXPENSE DEPT.,DB03071,SBI,DB03071,LÉGENDE II POÊLE À BOIS AVEC VENTILATEUR,1059.71,1,0.0,583
60200,139796,139796,2014-11-04,2014-11-04,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,583
60201,209152,209152,2017-09-05,2017-09-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1548.14,1,0.0,583
60202,206617,206617,2017-07-12,2017-07-12,3,WWWUS,WEB US,DETI,CA,,,,,DB03127K,SBI,DB03127K,ESCAPE 1800-I WOOD INSERT TRIO (25 ft),1932.51,1,0.0,583
60203,210278,210278,2017-09-14,2017-09-14,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1510.44,1,0.0,583
60204,140597,140597,2014-11-10,2014-11-10,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,583
60205,206176,206176,2017-06-28,2017-06-28,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,583
60206,140785,140785,2014-11-11,2014-11-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,583
60207,142784,142784,2014-11-26,2014-11-26,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,584
60208,143568,143568,2014-12-03,2014-12-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60209,143571,143571,2014-12-03,2014-12-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60210,145039,145039,2014-12-16,2014-12-16,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60211,145783,145783,2014-12-23,2014-12-23,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60212,149243,149243,2015-01-30,2015-01-30,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60213,149484,149484,2015-02-03,2015-02-03,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,585
60214,210454,210454,2017-09-20,2017-09-20,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1510.69,1,0.0,586
60215,223839,223839,2017-12-20,2017-12-20,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,586
60216,223863,223863,2017-12-21,2017-12-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1596.75,1,0.0,586
60217,222370,222370,2017-12-12,2017-12-12,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1593.52,1,0.0,586
60218,221361,221361,2017-12-05,2017-12-05,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1573.93,1,0.0,586
60250,151427,151427,2015-02-24,2015-02-24,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ensemble spécial,1117.02,1,0.0,586
60251,219483,219483,2017-11-21,2017-11-21,3,MFP001,MY FIREPLACE PRODUCTS/MES PRODUITS DE FOYER INC.,DETI,CA,ST-AUGUSTIN-DE-DESMAURES,QUEBEC,G3A 2H3,"250, RUE DE COPENHAGUE",DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1025.62,1,0.0,587
60252,220177,220177,2017-11-23,2017-11-23,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1576.91,1,0.0,587
60253,211114,211114,2017-09-21,2017-09-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1522.97,1,0.0,587
60254,237098,237098,2018-06-04,2018-06-04,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1607.04,1,0.0,587
60255,196276,196276,2017-01-11,2017-01-11,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1638.66,1,0.0,588
60256,219619,219619,2017-11-21,2017-11-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1589.43,1,0.0,588
60257,189927,189927,2016-11-11,2016-11-11,4,COS600,COSTCO WHOLESALE,DETI,US,SEATTLE,,98124-1340,P.O. BOX 34340,DB07200K,SBI,DB07200K,HT2000 + ENSEMBLE SPÉCIAL,1120.0,1,0.0,588
60258,251159,251159,2018-11-16,2018-11-16,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1628.62,1,0.0,588
60259,252971,252971,2018-11-20,2018-11-20,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1630.72,1,0.0,588
60260,252086,252086,2018-11-20,2018-11-20,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1624.77,1,0.0,588
60261,194536,194536,2016-12-21,2016-12-21,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1662.84,1,0.0,588
60262,250834,250834,2018-11-09,2018-11-09,3,WWWUS,WEB US,DETI,CA,,,,,DB07200,SBI,DB07200,HT2000 WOOD STOVE,1765.3,1,0.0,588
60263,250505,250505,2018-10-26,2018-10-26,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1620.68,1,0.0,588
60264,250413,250413,2018-10-26,2018-10-26,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1617.21,1,0.0,588
60265,243124,243124,2018-09-14,2018-09-14,1,COS500,COSTCO WHOLESALE.COM,DETI,US,SEATTLE,,98124-1305,P.O. BOX 34305,DB03127K,SBI,DB03127K,ESCAPE 1800-I ENCASTRABLE À BOIS TRIO (25'),1612.0,1,0.0,588
